codeName,full_code,marketName,short_code
가비아,KR7079940003,KOSDAQ,A079940
가온미디어,KR7078890001,KOSDAQ,A078890
가온전선,KR7000500009,KOSPI,A000500
감마누,KR7192410009,KOSDAQ,A192410
강남제비스코,KR7000860007,KOSPI,A000860
강스템바이오텍,KR7217730001,KOSDAQ,A217730
강원랜드,KR7035250000,KOSPI,A035250
갤럭시아에스엠,KR7011420007,KOSPI,A011420
갤럭시아컴즈,KR7094480001,KOSDAQ,A094480
게임빌,KR7063080006,KOSDAQ,A063080
경남스틸,KR7039240007,KOSDAQ,A039240
경남제약,KR7053950002,KOSDAQ,A053950
경농,KR7002100006,KOSPI,A002100
경동나비엔,KR7009450008,KOSPI,A009450
경동도시가스,KR7267290005,KOSPI,A267290
경동인베스트,KR7012320008,KOSPI,A012320
경동제약,KR7011040003,KOSDAQ,A011040
경방,KR7000050005,KOSPI,A000050
경보제약,KR7214390007,KOSPI,A214390
경인양행,KR7012610002,KOSPI,A012610
경인전자,KR7009140005,KOSPI,A009140
경창산업,KR7024910002,KOSDAQ,A024910
계룡건설,KR7013580006,KOSPI,A013580
계양전기,KR7012200002,KOSPI,A012200
계양전기우,KR7012201000,KOSPI,A012205
고려개발,KR7004200002,KOSPI,A004200
고려산업,KR7002140002,KOSPI,A002140
고려시멘트,KR7198440000,KOSDAQ,A198440
고려신용정보,KR7049720006,KOSDAQ,A049720
고려아연,KR7010130003,KOSPI,A010130
고려제강,KR7002240000,KOSPI,A002240
고려제약,KR7014570006,KOSDAQ,A014570
고영,KR7098460009,KOSDAQ,A098460
골드퍼시픽,KR7038530002,KOSDAQ,A038530
골든센츄리,KYG1990V1041,KOSDAQ,A900280
골프존,KR7215000001,KOSDAQ,A215000
골프존뉴딘홀딩스,KR7121440002,KOSDAQ,A121440
골프존데카,KR7183410000,KONEX,A183410
관악산업,KR7076340009,KONEX,A076340
광동제약,KR7009290008,KOSPI,A009290
광림,KR7014200000,KOSDAQ,A014200
광명전기,KR7017040007,KOSPI,A017040
광전자,KR7017900002,KOSPI,A017900
광주신세계,KR7037710001,KOSPI,A037710
광진실업,KR7026910000,KOSDAQ,A026910
광진윈텍,KR7090150004,KOSDAQ,A090150
교보7호스팩,KR7267320000,KOSDAQ,A267320
교보8호스팩,KR7307280008,KOSDAQ,A307280
교보증권,KR7030610000,KOSPI,A030610
구영테크,KR7053270005,KOSDAQ,A053270
국도화학,KR7007690001,KOSPI,A007690
국동,KR7005320007,KOSPI,A005320
국보,KR7001140003,KOSPI,A001140
국보디자인,KR7066620006,KOSDAQ,A066620
국순당,KR7043650001,KOSDAQ,A043650
국영지앤엠,KR7006050009,KOSDAQ,A006050
국일신동,KR7060480001,KOSDAQ,A060480
국일제지,KR7078130002,KOSDAQ,A078130
국제약품,KR7002720001,KOSPI,A002720
굿센,KR7243870003,KONEX,A243870
그린케미칼,KR7083420000,KOSPI,A083420
그린플러스,KR7186230009,KONEX,A186230
극동유화,KR7014530000,KOSPI,A014530
글로벌에스엠,KYG3931T1076,KOSDAQ,A900070
글로벌텍스프리,KR7204620009,KOSDAQ,A204620
글로본,KR7019660000,KOSDAQ,A019660
금강공업,KR7014280002,KOSPI,A014280
금강공업우,KR7014281000,KOSPI,A014285
금강철강,KR7053260006,KOSDAQ,A053260
금비,KR7008870008,KOSPI,A008870
금양,KR7001570001,KOSPI,A001570
금호산업,KR7002990000,KOSPI,A002990
금호산업우,KR7002991008,KOSPI,A002995
금호석유,KR7011780004,KOSPI,A011780
금호석유우,KR7011781002,KOSPI,A011785
금호에이치티,KR7214330003,KOSPI,A214330
금호전기,KR7001210004,KOSPI,A001210
금호타이어,KR7073240004,KOSPI,A073240
금화피에스시,KR7036190007,KOSDAQ,A036190
기가레인,KR7049080005,KOSDAQ,A049080
기산텔레콤,KR7035460005,KOSDAQ,A035460
기신정기,KR7092440007,KOSPI,A092440
기아차,KR7000270009,KOSPI,A000270
기업은행,KR7024110009,KOSPI,A024110
까뮤이앤씨,KR7013700000,KOSPI,A013700
까스텔바쟉,KR7308100007,KOSDAQ,A308100
깨끗한나라,KR7004540001,KOSPI,A004540
깨끗한나라우,KR7004541009,KOSPI,A004545
나노,KR7187790001,KOSDAQ,A187790
나노메딕스,KR7074610007,KOSPI,A074610
나노스,KR7151910007,KOSDAQ,A151910
나노신소재,KR7121600001,KOSDAQ,A121600
나노엔텍,KR7039860002,KOSDAQ,A039860
나노캠텍,KR7091970004,KOSDAQ,A091970
나눔테크,KR7244880001,KONEX,A244880
나라소프트,KR7288490006,KONEX,A288490
나라엠앤디,KR7051490001,KOSDAQ,A051490
나무가,KR7190510008,KOSDAQ,A190510
나무기술,KR7242040004,KOSDAQ,A242040
나스미디어,KR7089600001,KOSDAQ,A089600
나우아이비캐피탈,KR7293580007,KOSDAQ,A293580
나이벡,KR7138610001,KOSDAQ,A138610
나이스디앤비,KR7130580004,KOSDAQ,A130580
나이스정보통신,KR7036800001,KOSDAQ,A036800
나인트리부동산(종A1),KR5725017739,KOSPI,F72501773
나인트리부동산(종C-i),KR5725027738,KOSPI,F72502773
남광토건,KR7001260009,KOSPI,A001260
남선알미늄,KR7008350001,KOSPI,A008350
남선알미우,KR7008351009,KOSPI,A008355
남성,KR7004270005,KOSPI,A004270
남양유업,KR7003920006,KOSPI,A003920
남양유업우,KR7003921004,KOSPI,A003925
남영비비안,KR7002070001,KOSPI,A002070
남해화학,KR7025860008,KOSPI,A025860
남화산업,KR7111710000,KOSDAQ,A111710
남화토건,KR7091590000,KOSDAQ,A091590
내츄럴엔도텍,KR7168330009,KOSDAQ,A168330
네오디안테크놀로지,KR7072770001,KOSDAQ,A072770
네오셈,KR7253590004,KOSDAQ,A253590
네오오토,KR7212560007,KOSDAQ,A212560
네오위즈,KR7095660007,KOSDAQ,A095660
네오위즈홀딩스,KR7042420000,KOSDAQ,A042420
네오티스,KR7085910008,KOSDAQ,A085910
네오팜,KR7092730001,KOSDAQ,A092730
네오펙트,KR7290660000,KOSDAQ,A290660
네이블,KR7153460001,KOSDAQ,A153460
네이처셀,KR7007390008,KOSDAQ,A007390
네추럴FNP,KR7086220001,KONEX,A086220
네패스,KR7033640004,KOSDAQ,A033640
네패스신소재,KR7087730008,KOSDAQ,A087730
넥센,KR7005720008,KOSPI,A005720
넥센우,KR7005721006,KOSPI,A005725
넥센타이어,KR7002350007,KOSPI,A002350
넥센타이어1우B,KR7002351005,KOSPI,A002355
넥스턴,KR7089140008,KOSDAQ,A089140
넥스트BT,KR7065170003,KOSDAQ,A065170
넥스트사이언스,KR7003580008,KOSPI,A003580
넥스트아이,KR7137940003,KOSDAQ,A137940
넥슨지티,KR7041140005,KOSDAQ,A041140
넵튠,KR7217270008,KOSDAQ,A217270
넷게임즈,KR7225570001,KOSDAQ,A225570
넷마블,KR7251270005,KOSPI,A251270
노랑풍선,KR7104620000,KOSDAQ,A104620
노루페인트,KR7090350000,KOSPI,A090350
노루페인트우,KR7090351008,KOSPI,A090355
노루홀딩스,KR7000320002,KOSPI,A000320
노루홀딩스우,KR7000321000,KOSPI,A000325
노바렉스,KR7194700001,KOSDAQ,A194700
노바텍,KR7285490009,KOSDAQ,A285490
노브메타파마,KR7229500004,KONEX,A229500
녹십자,KR7006280002,KOSPI,A006280
녹십자랩셀,KR7144510005,KOSDAQ,A144510
녹십자셀,KR7031390008,KOSDAQ,A031390
녹십자엠에스,KR7142280007,KOSDAQ,A142280
녹십자홀딩스,KR7005250006,KOSPI,A005250
녹십자홀딩스2우,KR7005252002,KOSPI,A005257
녹원씨엔아이,KR7065560005,KOSDAQ,A065560
농심,KR7004370003,KOSPI,A004370
농심홀딩스,KR7072710007,KOSPI,A072710
농우바이오,KR7054050000,KOSDAQ,A054050
누리텔레콤,KR7040160004,KOSDAQ,A040160
누리플랜,KR7069140002,KOSDAQ,A069140
뉴로스,KR7126870005,KOSDAQ,A126870
뉴보텍,KR7060260007,KOSDAQ,A060260
뉴인텍,KR7012340006,KOSDAQ,A012340
뉴지랩,KR7214870008,KOSDAQ,A214870
뉴트리,KR7270870009,KOSDAQ,A270870
뉴파워프라즈마,KR7144960002,KOSDAQ,A144960
뉴프라이드,USU652221081,KOSDAQ,A900100
뉴프렉스,KR7085670008,KOSDAQ,A085670
다나와,KR7119860005,KOSDAQ,A119860
다날,KR7064260003,KOSDAQ,A064260
다믈멀티미디어,KR7093640001,KOSDAQ,A093640
다산네트웍스,KR7039560008,KOSDAQ,A039560
다스코,KR7058730003,KOSPI,A058730
다우기술,KR7023590003,KOSPI,A023590
다우데이타,KR7032190001,KOSDAQ,A032190
다원넥스뷰,KR7323350009,KONEX,A323350
다원시스,KR7068240001,KOSDAQ,A068240
다이노나,KR7086080009,KONEX,A086080
다이오진,KR7271850000,KONEX,A271850
대교,KR7019680008,KOSPI,A019680
대교우B,KR7019681006,KOSPI,A019685
대구백화점,KR7006370001,KOSPI,A006370
대덕전자,KR7008060006,KOSPI,A008060
대덕전자1우,KR700806K010,KOSPI,A00806K
대동고려삼,KR7178600003,KONEX,A178600
대동공업,KR7000490003,KOSPI,A000490
대동금속,KR7020400008,KOSDAQ,A020400
대동기어,KR7008830002,KOSDAQ,A008830
대동스틸,KR7048470009,KOSDAQ,A048470
대동전자,KR7008110009,KOSPI,A008110
대륙제관,KR7004780003,KOSDAQ,A004780
대림B&Co,KR7005750005,KOSPI,A005750
대림산업,KR7000210005,KOSPI,A000210
대림산업우,KR7000211003,KOSPI,A000215
대림씨엔에스,KR7004440004,KOSPI,A004440
대림제지,KR7017650003,KOSDAQ,A017650
대림통상,KR7006570006,KOSPI,A006570
대명코퍼레이션,KR7007720006,KOSDAQ,A007720
대보마그네틱,KR7290670009,KOSDAQ,A290670
대봉엘에스,KR7078140001,KOSDAQ,A078140
대상,KR7001680008,KOSPI,A001680
대상우,KR7001681006,KOSPI,A001685
대상홀딩스,KR7084690007,KOSPI,A084690
대상홀딩스우,KR7084691005,KOSPI,A084695
대성미생물,KR7036480002,KOSDAQ,A036480
대성산업,KR7128820008,KOSPI,A128820
대성에너지,KR7117580001,KOSPI,A117580
대성엘텍,KR7025440009,KOSDAQ,A025440
대성창투,KR7027830009,KOSDAQ,A027830
대성파인텍,KR7104040001,KOSDAQ,A104040
대성홀딩스,KR7016710006,KOSPI,A016710
대신밸런스제4호스팩,KR7262830003,KOSDAQ,A262830
대신밸런스제5호스팩,KR7303030001,KOSDAQ,A303030
대신밸런스제6호스팩,KR7307750000,KOSDAQ,A307750
대신정보통신,KR7020180006,KOSDAQ,A020180
대신증권,KR7003540002,KOSPI,A003540
대신증권2우B,KR7003542008,KOSPI,A003547
대신증권우,KR7003541000,KOSPI,A003545
대신하임1817호,KR5709017895,KOSPI,F70901789
대아티아이,KR7045390002,KOSDAQ,A045390
대양금속,KR7009190000,KOSPI,A009190
대양전기공업,KR7108380007,KOSDAQ,A108380
대양제지,KR7006580005,KOSDAQ,A006580
대영포장,KR7014160006,KOSPI,A014160
대우건설,KR7047040001,KOSPI,A047040
대우부품,KR7009320003,KOSPI,A009320
대우조선해양,KR7042660001,KOSPI,A042660
대웅,KR7003090008,KOSPI,A003090
대웅제약,KR7069620003,KOSPI,A069620
대원,KR7007680002,KOSDAQ,A007680
대원강업,KR7000430009,KOSPI,A000430
대원모방,KR7311840003,KONEX,A311840
대원미디어,KR7048910004,KOSDAQ,A048910
대원산업,KR7005710009,KOSDAQ,A005710
대원전선,KR7006340004,KOSPI,A006340
대원전선우,KR7006341002,KOSPI,A006345
대원제약,KR7003220001,KOSPI,A003220
대원화성,KR7024890006,KOSPI,A024890
대유,KR7290380005,KOSDAQ,A290380
대유에이텍,KR7002880003,KOSPI,A002880
대유에이피,KR7290120005,KOSDAQ,A290120
대유위니아,KR7071460000,KOSDAQ,A071460
대유플러스,KR7000300004,KOSPI,A000300
대정화금,KR7120240007,KOSDAQ,A120240
대주산업,KR7003310000,KOSDAQ,A003310
대주이엔티,KR7114920002,KONEX,A114920
대주전자재료,KR7078600004,KOSDAQ,A078600
대창,KR7012800009,KOSPI,A012800
대창단조,KR7015230006,KOSPI,A015230
대창솔루션,KR7096350004,KOSDAQ,A096350
대창스틸,KR7140520008,KOSDAQ,A140520
대한과학,KR7131220006,KOSDAQ,A131220
대한광통신,KR7010170009,KOSDAQ,A010170
대한뉴팜,KR7054670005,KOSDAQ,A054670
대한방직,KR7001070002,KOSPI,A001070
대한약품,KR7023910003,KOSDAQ,A023910
대한유화,KR7006650006,KOSPI,A006650
대한전선,KR7001440007,KOSPI,A001440
대한제강,KR7084010008,KOSPI,A084010
대한제당,KR7001790005,KOSPI,A001790
대한제당3우B,KR7001793009,KOSPI,A001799
대한제당우,KR7001791003,KOSPI,A001795
대한제분,KR7001130004,KOSPI,A001130
대한항공,KR7003490000,KOSPI,A003490
대한항공우,KR7003491008,KOSPI,A003495
대한해운,KR7005880000,KOSPI,A005880
대한화섬,KR7003830007,KOSPI,A003830
대현,KR7016090003,KOSPI,A016090
대호에이엘,KR7069460004,KOSPI,A069460
대호피앤씨,KR7021040001,KOSDAQ,A021040
대호피앤씨우,KR7021041009,KOSDAQ,A021045
대화제약,KR7067080002,KOSDAQ,A067080
더블유게임즈,KR7192080000,KOSPI,A192080
더블유에프엠,KR7035290006,KOSDAQ,A035290
더존비즈온,KR7012510004,KOSPI,A012510
더콘텐츠온,KR7302920004,KONEX,A302920
덕산네오룩스,KR7213420003,KOSDAQ,A213420
덕산하이메탈,KR7077360006,KOSDAQ,A077360
덕성,KR7004830006,KOSPI,A004830
덕성우,KR7004831004,KOSPI,A004835
덕신하우징,KR7090410002,KOSDAQ,A090410
덕양산업,KR7024900003,KOSPI,A024900
덕우전자,KR7263600009,KOSDAQ,A263600
데브시스터즈,KR7194480000,KOSDAQ,A194480
데이타솔루션,KR7263800005,KOSDAQ,A263800
데이터스트림즈,KR7199150004,KONEX,A199150
데일리블록체인,KR7139050009,KOSDAQ,A139050
데코앤이,KR7017680000,KOSDAQ,A017680
덱스터,KR7206560005,KOSDAQ,A206560
덴티움,KR7145720009,KOSPI,A145720
도이치모터스,KR7067990002,KOSDAQ,A067990
도쿄오피스1,KR57010177A4,KOSPI,F7010177A
도쿄중소형오피스1,KR5701017810,KOSPI,F70101781
도화엔지니어링,KR7002150001,KOSPI,A002150
동구바이오제약,KR7006620009,KOSDAQ,A006620
동국S&C,KR7100130004,KOSDAQ,A100130
동국산업,KR7005160007,KOSDAQ,A005160
동국알앤에스,KR7075970004,KOSDAQ,A075970
동국제강,KR7001230002,KOSPI,A001230
동국제약,KR7086450004,KOSDAQ,A086450
동남합성,KR7023450000,KOSPI,A023450
동방,KR7004140000,KOSPI,A004140
동방선기,KR7099410003,KOSDAQ,A099410
동방아그로,KR7007590003,KOSPI,A007590
동부건설,KR7005960000,KOSPI,A005960
동부건설우,KR7005961008,KOSPI,A005965
동부스팩5호,KR7281740001,KOSDAQ,A281740
동부제철,KR7016380008,KOSPI,A016380
동부제철우,KR7016381006,KOSPI,A016385
동북아12호,KR7083370007,KOSPI,A083370
동북아13호,KR7083380006,KOSPI,A083380
동서,KR7026960005,KOSPI,A026960
동성제약,KR7002210003,KOSPI,A002210
동성코퍼레이션,KR7102260007,KOSPI,A102260
동성화인텍,KR7033500000,KOSDAQ,A033500
동성화학,KR7005190004,KOSPI,A005190
동신건설,KR7025950007,KOSDAQ,A025950
동아쏘시오홀딩스,KR7000640003,KOSPI,A000640
동아에스티,KR7170900005,KOSPI,A170900
동아엘텍,KR7088130000,KOSDAQ,A088130
동아지질,KR7028100006,KOSPI,A028100
동아타이어,KR7282690007,KOSPI,A282690
동아화성,KR7041930009,KOSDAQ,A041930
동양,KR7001520006,KOSPI,A001520
동양2우B,KR7001522002,KOSPI,A001527
동양3우B,KR7001523000,KOSPI,A001529
동양고속,KR7084670009,KOSPI,A084670
동양네트웍스,KR7030790000,KOSPI,A030790
동양물산,KR7002900009,KOSPI,A002900
동양생명,KR7082640004,KOSPI,A082640
동양에스텍,KR7060380003,KOSDAQ,A060380
동양우,KR7001521004,KOSPI,A001525
동양이엔피,KR7079960001,KOSDAQ,A079960
동양철관,KR7008970006,KOSPI,A008970
동양파일,KR7228340006,KOSDAQ,A228340
동양피스톤,KR7092780006,KOSPI,A092780
동양피엔에프,KR7104460001,KOSDAQ,A104460
동우팜투테이블,KR7088910005,KOSDAQ,A088910
동운아나텍,KR7094170008,KOSDAQ,A094170
동원F&B,KR7049770001,KOSPI,A049770
동원개발,KR7013120001,KOSDAQ,A013120
동원금속,KR7018500009,KOSPI,A018500
동원산업,KR7006040000,KOSPI,A006040
동원수산,KR7030720007,KOSPI,A030720
동원시스템즈,KR7014820005,KOSPI,A014820
동원시스템즈우,KR7014821003,KOSPI,A014825
동일고무벨트,KR7163560006,KOSPI,A163560
동일금속,KR7109860007,KOSDAQ,A109860
동일기연,KR7032960007,KOSDAQ,A032960
동일산업,KR7004890000,KOSPI,A004890
동일제강,KR7002690006,KOSPI,A002690
동일철강,KR7023790009,KOSDAQ,A023790
동진쎄미켐,KR7005290002,KOSDAQ,A005290
동화기업,KR7025900002,KOSDAQ,A025900
동화약품,KR7000020008,KOSPI,A000020
두산,KR7000150003,KOSPI,A000150
두산2우B,KR7000152009,KOSPI,A000157
두산건설,KR7011160009,KOSPI,A011160
두산밥캣,KR7241560002,KOSPI,A241560
두산우,KR7000151001,KOSPI,A000155
두산인프라코어,KR7042670000,KOSPI,A042670
두산중공업,KR7034020008,KOSPI,A034020
두올,KR7016740003,KOSPI,A016740
두올산업,KR7078590007,KOSDAQ,A078590
두원석재,KR7270020001,KONEX,A270020
듀오백,KR7073190001,KOSDAQ,A073190
듀켐바이오,KR7176750008,KONEX,A176750
드래곤플라이,KR7030350003,KOSDAQ,A030350
드림시큐리티,KR7203650007,KOSDAQ,A203650
드림어스컴퍼니,KR7060570009,KOSDAQ,A060570
드림텍,KR7192650000,KOSPI,A192650
드림티엔터테인먼트,KR7220110001,KONEX,A220110
디딤,KR7217620004,KOSDAQ,A217620
디바이스이엔지,KR7187870001,KOSDAQ,A187870
디스플레이텍,KR7066670001,KOSDAQ,A066670
디씨엠,KR7024090003,KOSPI,A024090
디아이,KR7003160009,KOSPI,A003160
디아이씨,KR7092200005,KOSPI,A092200
디아이티,KR7110990009,KOSDAQ,A110990
디알젬,KR7263690000,KOSDAQ,A263690
디알텍,KR7214680001,KOSDAQ,A214680
디앤씨미디어,KR7263720005,KOSDAQ,A263720
디에스케이,KR7109740001,KOSDAQ,A109740
디에스티,KR7033430000,KOSDAQ,A033430
디에이치피코리아,KR7131030009,KOSDAQ,A131030
디에이테크놀로지,KR7196490007,KOSDAQ,A196490
디에이피,KR7066900002,KOSDAQ,A066900
디엔에이링크,KR7127120004,KOSDAQ,A127120
디엔에프,KR7092070002,KOSDAQ,A092070
디엠티,KR7134580000,KOSDAQ,A134580
디오,KR7039840004,KOSDAQ,A039840
디오스텍,KR7196450001,KOSDAQ,A196450
디와이,KR7013570007,KOSPI,A013570
디와이파워,KR7210540001,KOSPI,A210540
디이엔티,KR7079810008,KOSDAQ,A079810
디자인,KR7227100005,KOSDAQ,A227100
디젠스,KR7113810006,KOSDAQ,A113810
디지아이,KR7043360007,KOSDAQ,A043360
디지캡,KR7197140007,KOSDAQ,A197140
디지탈옵틱,KR7106520000,KOSDAQ,A106520
디지털대성,KR7068930007,KOSDAQ,A068930
디지틀조선,KR7033130006,KOSDAQ,A033130
디케이디앤아이,KR7033310004,KOSDAQ,A033310
디케이락,KR7105740005,KOSDAQ,A105740
디케이앤디,KR7263020000,KOSDAQ,A263020
디케이티,KR7290550003,KOSDAQ,A290550
디티알오토모티브,KR7007340003,KOSPI,A007340
디티앤씨,KR7187220009,KOSDAQ,A187220
디피씨,KR7026890004,KOSPI,A026890
디피코,KR7163430002,KONEX,A163430
딜리,KR7131180002,KOSDAQ,A131180
라온시큐어,KR7042510008,KOSDAQ,A042510
라온테크,KR7232680009,KONEX,A232680
라이브플렉스,KR7050120005,KOSDAQ,A050120
라이온켐텍,KR7171120009,KOSDAQ,A171120
라이트론,KR7069540003,KOSDAQ,A069540
라이프사이언스테크놀로지,KR7285770004,KONEX,A285770
락앤락,KR7115390007,KOSPI,A115390
래몽래인,KR7200350007,KONEX,A200350
램테크놀러지,KR7171010002,KOSDAQ,A171010
랩지노믹스,KR7084650001,KOSDAQ,A084650
러셀,KR7217500008,KOSDAQ,A217500
럭스피아,KR7092590009,KONEX,A092590
럭슬,KR7033600008,KOSDAQ,A033600
레고켐바이오,KR7141080002,KOSDAQ,A141080
레드로버,KR7060300001,KOSDAQ,A060300
레드캡투어,KR7038390001,KOSDAQ,A038390
레이언스,KR7228850004,KOSDAQ,A228850
로고스바이오,KR7238120000,KOSDAQ,A238120
로보로보,KR7215100009,KOSDAQ,A215100
로보스타,KR7090360009,KOSDAQ,A090360
로보쓰리,KR7238500003,KONEX,A238500
로보티즈,KR7108490004,KOSDAQ,A108490
로스웰,HK0000295359,KOSDAQ,A900260
로지시스,KR7067730002,KOSDAQ,A067730
로체시스템즈,KR7071280002,KOSDAQ,A071280
롯데관광개발,KR7032350001,KOSPI,A032350
롯데손해보험,KR7000400002,KOSPI,A000400
롯데쇼핑,KR7023530009,KOSPI,A023530
롯데정밀화학,KR7004000006,KOSPI,A004000
롯데정보통신,KR7286940002,KOSPI,A286940
롯데제과,KR7280360009,KOSPI,A280360
롯데지주,KR7004990008,KOSPI,A004990
롯데지주우,KR700499K014,KOSPI,A00499K
롯데칠성,KR7005300009,KOSPI,A005300
롯데칠성우,KR7005301007,KOSPI,A005305
롯데케미칼,KR7011170008,KOSPI,A011170
롯데푸드,KR7002270007,KOSPI,A002270
롯데하이마트,KR7071840003,KOSPI,A071840
루멘스,KR7038060000,KOSDAQ,A038060
루미마이크로,KR7082800004,KOSDAQ,A082800
루켄테크놀러지스,KR7162120000,KONEX,A162120
루트로닉,KR7085370005,KOSDAQ,A085370
루트로닉3우C,KR708537K039,KOSDAQ,A08537M
룽투코리아,KR7060240009,KOSDAQ,A060240
리노공업,KR7058470006,KOSDAQ,A058470
리노스,KR7039980008,KOSDAQ,A039980
리더스코스메틱,KR7016100000,KOSDAQ,A016100
리드,KR7197210008,KOSDAQ,A197210
리드코프,KR7012700001,KOSDAQ,A012700
리메드,KR7302550009,KONEX,A302550
리켐,KR7131100000,KOSDAQ,A131100
리퓨어유니맥스,KR7215090002,KOSDAQ,A215090
린드먼아시아,KR7277070009,KOSDAQ,A277070
링네트,KR7042500009,KOSDAQ,A042500
링크제니시스,KR7219420007,KOSDAQ,A219420
마니커,KR7027740000,KOSPI,A027740
마이크로디지탈,KR7305090003,KOSDAQ,A305090
마이크로컨텍솔,KR7098120009,KOSDAQ,A098120
마이크로텍,KR7227950003,KOSDAQ,A227950
마이크로프랜드,KR7147760003,KOSDAQ,A147760
마크로젠,KR7038290003,KOSDAQ,A038290
만도,KR7204320006,KOSPI,A204320
만호제강,KR7001080001,KOSPI,A001080
매일유업,KR7267980001,KOSDAQ,A267980
매일홀딩스,KR7005990007,KOSDAQ,A005990
매직마이크로,KR7127160000,KOSDAQ,A127160
매커스,KR7093520005,KOSDAQ,A093520
맥스로텍,KR7141070003,KOSDAQ,A141070
맥쿼리인프라,KR7088980008,KOSPI,A088980
맵스리얼티1,KR7094800000,KOSPI,A094800
맵스미국11호,KR5744017777,KOSPI,F74401777
맵스미국9-2호,KR5744017694,KOSPI,F74401769
맵스프런티어브라질1,KR5744017223,KOSPI,F74401722
맵스호주2호,KR5744017736,KOSPI,F74401773
머큐리,KR7100590009,KOSDAQ,A100590
멀티에셋월지급식안심튼튼제2호,KR571301A1B4,KOSPI,F71301A1B
멀티캠퍼스,KR7067280008,KOSDAQ,A067280
메가스터디,KR7072870009,KOSDAQ,A072870
메가스터디교육,KR7215200007,KOSDAQ,A215200
