codeName,full_code,marketName,short_code
메가엠디,KR7133750000,KOSDAQ,A133750
메디쎄이,KR7200580009,KONEX,A200580
메디아나,KR7041920000,KOSDAQ,A041920
메디안디노스틱,KR7233250000,KONEX,A233250
메디젠휴먼케어,KR7236340006,KONEX,A236340
메디톡스,KR7086900008,KOSDAQ,A086900
메디파트너생명공학,KR7015540008,KOSPI,A015540
메디포스트,KR7078160009,KOSDAQ,A078160
메디프론,KR7065650004,KOSDAQ,A065650
메리츠금융지주,KR7138040001,KOSPI,A138040
메리츠베트남주식혼합,KR5746016694,KOSPI,F74601669
메리츠종금증권,KR7008560005,KOSPI,A008560
메리츠화재,KR7000060004,KOSPI,A000060
메이슨캐피탈,KR7021880000,KOSDAQ,A021880
메지온,KR7140410002,KOSDAQ,A140410
메카로,KR7241770007,KOSDAQ,A241770
메타랩스,KR7090370008,KOSPI,A090370
메타바이오메드,KR7059210005,KOSDAQ,A059210
멕아이씨에스,KR7058110008,KOSDAQ,A058110
멜파스,KR7096640008,KOSDAQ,A096640
명문제약,KR7017180001,KOSPI,A017180
명성티엔에스,KR7257370007,KOSDAQ,A257370
명진홀딩스,KR7267060002,KONEX,A267060
모나리자,KR7012690004,KOSPI,A012690
모나미,KR7005360003,KOSPI,A005360
모다,KR7149940009,KOSDAQ,A149940
모다이노칩,KR7080420003,KOSDAQ,A080420
모두투어,KR7080160005,KOSDAQ,A080160
모두투어리츠,KR7204210009,KOSPI,A204210
모바일리더,KR7100030006,KOSDAQ,A100030
모바일어플라이언스,KR7087260006,KOSDAQ,A087260
모베이스,KR7101330009,KOSDAQ,A101330
모비스,KR7250060001,KOSDAQ,A250060
모아텍,KR7033200007,KOSDAQ,A033200
모토닉,KR7009680000,KOSPI,A009680
모트렉스,KR7118990001,KOSDAQ,A118990
모헨즈,KR7006920003,KOSDAQ,A006920
무림P&P,KR7009580002,KOSPI,A009580
무림SP,KR7001810001,KOSDAQ,A001810
무림페이퍼,KR7009200007,KOSPI,A009200
무학,KR7033920000,KOSPI,A033920
문배철강,KR7008420002,KOSPI,A008420
미디어젠,KR7279600001,KONEX,A279600
미래SCI,KR7028040004,KOSDAQ,A028040
미래나노텍,KR7095500005,KOSDAQ,A095500
미래산업,KR7025560004,KOSPI,A025560
미래생명자원,KR7218150001,KOSDAQ,A218150
미래아이앤지,KR7007120009,KOSPI,A007120
미래에셋대우,KR7006800007,KOSPI,A006800
미래에셋대우2우B,KR700680K019,KOSPI,A00680K
미래에셋대우스팩1호,KR7265480004,KOSDAQ,A265480
미래에셋대우스팩2호,KR7310200001,KOSDAQ,A310200
미래에셋대우우,KR7006801005,KOSPI,A006805
미래에셋벤처투자,KR7100790005,KOSDAQ,A100790
미래에셋생명,KR7085620003,KOSPI,A085620
미래컴퍼니,KR7049950009,KOSDAQ,A049950
미래테크놀로지,KR7213090004,KOSDAQ,A213090
미스터블루,KR7207760000,KOSDAQ,A207760
미애부,KR7225850007,KONEX,A225850
미원상사,KR7002840007,KOSPI,A002840
미원에스씨,KR7268280005,KOSPI,A268280
미원홀딩스,KR7107590002,KOSPI,A107590
미원화학,KR7134380005,KOSPI,A134380
미창석유,KR7003650009,KOSPI,A003650
미코,KR7059090001,KOSDAQ,A059090
미코바이오메드,KR7214610008,KONEX,A214610
미투온,KR7201490000,KOSDAQ,A201490
민앤지,KR7214180002,KOSDAQ,A214180
밀라노부동산,KR570101B954,KOSPI,F70101B95
바다로19호,KR7155900004,KOSPI,A155900
바디텍메드,KR7206640005,KOSDAQ,A206640
바른손,KR7018700005,KOSDAQ,A018700
바른손이앤에이,KR7035620004,KOSDAQ,A035620
바른전자,KR7064520000,KOSDAQ,A064520
바른테크놀로지,KR7029480001,KOSDAQ,A029480
바이넥스,KR7053030003,KOSDAQ,A053030
바이오니아,KR7064550007,KOSDAQ,A064550
바이오로그디바이스,KR7208710004,KOSDAQ,A208710
바이오리더스,KR7142760008,KOSDAQ,A142760
바이오빌,KR7065940009,KOSDAQ,A065940
바이오솔루션,KR7086820008,KOSDAQ,A086820
바이오스마트,KR7038460002,KOSDAQ,A038460
바이오시네틱스,KR7281310003,KONEX,A281310
바이오제네틱스,KR7044480002,KOSDAQ,A044480
바이오코아,KR7216400002,KONEX,A216400
바이오톡스텍,KR7086040003,KOSDAQ,A086040
바이오프로테크,KR7199290008,KONEX,A199290
바이온,KR7032980005,KOSDAQ,A032980
바이옵트로,KR7222160004,KONEX,A222160
바텍,KR7043150002,KOSDAQ,A043150
방림,KR7003610003,KOSPI,A003610
배럴,KR7267790004,KOSDAQ,A267790
백광산업,KR7001340009,KOSPI,A001340
백광소재,KR7014580005,KOSPI,A014580
백금T&A,KR7046310009,KOSDAQ,A046310
백산,KR7035150002,KOSPI,A035150
버추얼텍,KR7036620003,KOSDAQ,A036620
버킷스튜디오,KR7066410002,KOSDAQ,A066410
범양건영,KR7002410009,KOSPI,A002410
베뉴지,KR7019010008,KOSDAQ,A019010
베셀,KR7177350006,KOSDAQ,A177350
베스파,KR7299910000,KOSDAQ,A299910
베트남개발1,KR7096300009,KOSPI,A096300
벨기에코어오피스부동산(A),KR5701017869,KOSPI,F70101786
벨기에코어오피스부동산(C-I),KR5701027868,KOSPI,F70102786
벽산,KR7007210008,KOSPI,A007210
보광산업,KR7225530005,KOSDAQ,A225530
보라티알,KR7250000007,KOSDAQ,A250000
보락,KR7002760007,KOSPI,A002760
보령메디앙스,KR7014100002,KOSDAQ,A014100
보령제약,KR7003850005,KOSPI,A003850
보성파워텍,KR7006910004,KOSDAQ,A006910
보해양조,KR7000890004,KOSPI,A000890
본느,KR7226340008,KOSDAQ,A226340
볼빅,KR7206950008,KONEX,A206950
부광약품,KR7003000007,KOSPI,A003000
부국증권,KR7001270008,KOSPI,A001270
부국증권우,KR7001271006,KOSPI,A001275
부국철강,KR7026940007,KOSPI,A026940
부방,KR7014470009,KOSDAQ,A014470
부산가스,KR7015350002,KOSPI,A015350
부산산업,KR7011390002,KOSPI,A011390
부산주공,KR7005030002,KOSPI,A005030
부스타,KR7008470007,KOSDAQ,A008470
뷰웍스,KR7100120005,KOSDAQ,A100120
브레인콘텐츠,KR7066980004,KOSDAQ,A066980
브리지텍,KR7064480007,KOSDAQ,A064480
브이원텍,KR7251630000,KOSDAQ,A251630
블러썸엠앤씨,KR7263920001,KOSDAQ,A263920
블루콤,KR7033560004,KOSDAQ,A033560
비나텍,KR7126340009,KONEX,A126340
비덴트,KR7121800007,KOSDAQ,A121800
비디아이,KR7148140007,KOSDAQ,A148140
비상교육,KR7100220003,KOSPI,A100220
비씨월드제약,KR7200780005,KOSDAQ,A200780
비아트론,KR7141000000,KOSDAQ,A141000
비에이치,KR7090460007,KOSDAQ,A090460
비에이치아이,KR7083650002,KOSDAQ,A083650
비엔디생활건강,KR7215050006,KONEX,A215050
비엔에프코퍼레이션,KR7271780009,KONEX,A271780
비엠티,KR7086670007,KOSDAQ,A086670
비즈니스온,KR7138580006,KOSDAQ,A138580
비츠로셀,KR7082920000,KOSDAQ,A082920
비츠로시스,KR7054220009,KOSDAQ,A054220
비츠로테크,KR7042370007,KOSDAQ,A042370
비트컴퓨터,KR7032850000,KOSDAQ,A032850
비티원,KR7101140002,KOSPI,A101140
비플라이소프트,KR7148780000,KONEX,A148780
비피도,KR7238200000,KOSDAQ,A238200
빅솔론,KR7093190007,KOSDAQ,A093190
빅텍,KR7065450009,KOSDAQ,A065450
빅텐츠,KR7210120002,KONEX,A210120
빙그레,KR7005180005,KOSPI,A005180
빛샘전자,KR7072950009,KOSDAQ,A072950
사람인에이치알,KR7143240000,KOSDAQ,A143240
사조대림,KR7003960002,KOSPI,A003960
사조동아원,KR7008040008,KOSPI,A008040
사조산업,KR7007160005,KOSPI,A007160
사조씨푸드,KR7014710008,KOSPI,A014710
사조오양,KR7006090005,KOSPI,A006090
삼강엠앤티,KR7100090000,KOSDAQ,A100090
삼광글라스,KR7005090006,KOSPI,A005090
삼기오토모티브,KR7122350002,KOSDAQ,A122350
삼륭물산,KR7014970008,KOSDAQ,A014970
삼목에스폼,KR7018310003,KOSDAQ,A018310
삼보모터스,KR7053700001,KOSDAQ,A053700
삼보산업,KR7009620006,KOSDAQ,A009620
삼보판지,KR7023600000,KOSDAQ,A023600
삼본전자,KR7111870002,KOSDAQ,A111870
삼부토건,KR7001470004,KOSPI,A001470
삼성SDI,KR7006400006,KOSPI,A006400
삼성SDI우,KR7006401004,KOSPI,A006405
삼성공조,KR7006660005,KOSPI,A006660
삼성머스트스팩3호,KR7309930006,KOSDAQ,A309930
삼성물산,KR7028260008,KOSPI,A028260
삼성물산우B,KR702826K016,KOSPI,A02826K
삼성바이오로직스,KR7207940008,KOSPI,A207940
삼성생명,KR7032830002,KOSPI,A032830
삼성스팩2호,KR7291230001,KOSDAQ,A291230
삼성에스디에스,KR7018260000,KOSPI,A018260
삼성엔지니어링,KR7028050003,KOSPI,A028050
삼성전기,KR7009150004,KOSPI,A009150
삼성전기우,KR7009151002,KOSPI,A009155
삼성전자,KR7005930003,KOSPI,A005930
삼성전자우,KR7005931001,KOSPI,A005935
삼성제약,KR7001360007,KOSPI,A001360
삼성중공업,KR7010140002,KOSPI,A010140
삼성중공우,KR7010141000,KOSPI,A010145
삼성증권,KR7016360000,KOSPI,A016360
삼성출판사,KR7068290006,KOSPI,A068290
삼성카드,KR7029780004,KOSPI,A029780
삼성화재,KR7000810002,KOSPI,A000810
삼성화재우,KR7000811000,KOSPI,A000815
삼아알미늄,KR7006110001,KOSPI,A006110
삼아제약,KR7009300005,KOSDAQ,A009300
삼양사,KR7145990008,KOSPI,A145990
삼양사우,KR7145991006,KOSPI,A145995
삼양식품,KR7003230000,KOSPI,A003230
삼양옵틱스,KR7225190008,KOSDAQ,A225190
삼양통상,KR7002170009,KOSPI,A002170
삼양패키징,KR7272550005,KOSPI,A272550
삼양홀딩스,KR7000070003,KOSPI,A000070
삼양홀딩스우,KR7000071001,KOSPI,A000075
삼영무역,KR7002810000,KOSPI,A002810
삼영엠텍,KR7054540000,KOSDAQ,A054540
삼영이엔씨,KR7065570004,KOSDAQ,A065570
삼영전자,KR7005680004,KOSPI,A005680
삼영화학,KR7003720000,KOSPI,A003720
삼우엠스,KR7082660002,KOSDAQ,A082660
삼원강재,KR7023000003,KOSPI,A023000
삼원테크,KR7073640005,KOSDAQ,A073640
삼익THK,KR7004380002,KOSPI,A004380
삼익악기,KR7002450005,KOSPI,A002450
삼일,KR7032280000,KOSDAQ,A032280
삼일기업공사,KR7002290005,KOSDAQ,A002290
삼일제약,KR7000520007,KOSPI,A000520
삼정펄프,KR7009770009,KOSPI,A009770
삼지전자,KR7037460003,KOSDAQ,A037460
삼진,KR7032750002,KOSDAQ,A032750
삼진엘앤디,KR7054090006,KOSDAQ,A054090
삼진제약,KR7005500004,KOSPI,A005500
삼천당제약,KR7000250001,KOSDAQ,A000250
삼천리,KR7004690004,KOSPI,A004690
삼천리자전거,KR7024950008,KOSDAQ,A024950
삼표시멘트,KR7038500005,KOSDAQ,A038500
삼현철강,KR7017480005,KOSDAQ,A017480
삼호,KR7001880004,KOSPI,A001880
삼호개발,KR7010960003,KOSPI,A010960
삼화네트웍스,KR7046390001,KOSDAQ,A046390
삼화왕관,KR7004450003,KOSPI,A004450
삼화전기,KR7009470006,KOSPI,A009470
삼화전자,KR7011230000,KOSPI,A011230
삼화콘덴서,KR7001820000,KOSPI,A001820
삼화페인트,KR7000390005,KOSPI,A000390
상보,KR7027580000,KOSDAQ,A027580
상상인,KR7038540001,KOSDAQ,A038540
상상인이안1호스팩,KR7307870006,KOSDAQ,A307870
상상인인더스트리,KR7101000008,KOSDAQ,A101000
상상인증권,KR7001290006,KOSPI,A001290
상신브레이크,KR7041650003,KOSPI,A041650
상신이디피,KR7091580001,KOSDAQ,A091580
상신전자,KR7263810004,KOSDAQ,A263810
상아프론테크,KR7089980007,KOSDAQ,A089980
상지카일룸,KR7042940007,KOSDAQ,A042940
새로닉스,KR7042600007,KOSDAQ,A042600
새론오토모티브,KR7075180000,KOSPI,A075180
샘코,KR7263540007,KOSDAQ,A263540
샘표,KR7007540008,KOSPI,A007540
샘표식품,KR7248170003,KOSPI,A248170
서린바이오,KR7038070009,KOSDAQ,A038070
서부T&D,KR7006730006,KOSDAQ,A006730
서산,KR7079650008,KOSDAQ,A079650
서암기계공업,KR7100660000,KOSDAQ,A100660
서연,KR7007860000,KOSPI,A007860
서연이화,KR7200880003,KOSPI,A200880
서연전자,KR7012860003,KOSDAQ,A012860
서연탑메탈,KR7019770007,KOSDAQ,A019770
서울가스,KR7017390006,KOSPI,A017390
서울리거,KR7043710003,KOSDAQ,A043710
서울반도체,KR7046890000,KOSDAQ,A046890
서울식품,KR7004410007,KOSPI,A004410
서울식품우,KR7004411005,KOSPI,A004415
서울옥션,KR7063170005,KOSDAQ,A063170
서울전자통신,KR7027040005,KOSDAQ,A027040
서울제약,KR7018680009,KOSDAQ,A018680
서원,KR7021050000,KOSPI,A021050
서원인텍,KR7093920007,KOSDAQ,A093920
서전기전,KR7189860000,KOSDAQ,A189860
서진시스템,KR7178320008,KOSDAQ,A178320
서진오토모티브,KR7122690001,KOSDAQ,A122690
서플러스글로벌,KR7140070004,KOSDAQ,A140070
서한,KR7011370004,KOSDAQ,A011370
서호전기,KR7065710006,KOSDAQ,A065710
서흥,KR7008490005,KOSPI,A008490
서희건설,KR7035890003,KOSDAQ,A035890
선광,KR7003100005,KOSDAQ,A003100
선데이토즈,KR7123420002,KOSDAQ,A123420
선도전기,KR7007610009,KOSPI,A007610
선바이오,KR7067370007,KONEX,A067370
선익시스템,KR7171090004,KOSDAQ,A171090
선진,KR7136490000,KOSPI,A136490
선창산업,KR7002820009,KOSPI,A002820
성광벤드,KR7014620009,KOSDAQ,A014620
성도이엔지,KR7037350006,KOSDAQ,A037350
성문전자,KR7014910004,KOSPI,A014910
성문전자우,KR7014911002,KOSPI,A014915
성보화학,KR7003080009,KOSPI,A003080
성신양회,KR7004980009,KOSPI,A004980
성신양회우,KR7004981007,KOSPI,A004985
성안,KR7011300001,KOSPI,A011300
성우전자,KR7081580003,KOSDAQ,A081580
성우테크론,KR7045300001,KOSDAQ,A045300
성우하이텍,KR7015750003,KOSDAQ,A015750
성창기업지주,KR7000180000,KOSPI,A000180
성창오토텍,KR7080470008,KOSDAQ,A080470
성호전자,KR7043260009,KOSDAQ,A043260
세기상사,KR7002420008,KOSPI,A002420
세동,KR7053060000,KOSDAQ,A053060
세명전기,KR7017510009,KOSDAQ,A017510
세미콘라이트,KR7214310005,KOSDAQ,A214310
세방,KR7004360004,KOSPI,A004360
세방우,KR7004361002,KOSPI,A004365
세방전지,KR7004490009,KOSPI,A004490
세보엠이씨,KR7011560000,KOSDAQ,A011560
세아베스틸,KR7001430008,KOSPI,A001430
세아제강,KR7306200007,KOSPI,A306200
세아제강지주,KR7003030004,KOSPI,A003030
세아특수강,KR7019440007,KOSPI,A019440
세아홀딩스,KR7058650003,KOSPI,A058650
세우글로벌,KR7013000005,KOSPI,A013000
세운메디칼,KR7100700004,KOSDAQ,A100700
세원,KR7234100006,KOSDAQ,A234100
세원물산,KR7024830002,KOSDAQ,A024830
세원셀론텍,KR7091090001,KOSPI,A091090
세원정공,KR7021820006,KOSPI,A021820
세이브존I&C,KR7067830000,KOSPI,A067830
세종공업,KR7033530007,KOSPI,A033530
세종머티리얼즈,KR7135270007,KONEX,A135270
세종메디칼,KR7258830009,KOSDAQ,A258830
세종텔레콤,KR7036630002,KOSDAQ,A036630
세중,KR7039310008,KOSDAQ,A039310
세진중공업,KR7075580001,KOSPI,A075580
세진티에스,KR7067770008,KOSDAQ,A067770
세코닉스,KR7053450003,KOSDAQ,A053450
세하,KR7027970003,KOSPI,A027970
세화아이엠씨,KR7145210001,KOSPI,A145210
세화피앤씨,KR7252500004,KOSDAQ,A252500
센트럴바이오,KR7051980001,KOSDAQ,A051980
셀루메드,KR7049180003,KOSDAQ,A049180
셀리드,KR7299660001,KOSDAQ,A299660
셀리버리,KR7268600004,KOSDAQ,A268600
셀바스AI,KR7108860008,KOSDAQ,A108860
셀바스헬스케어,KR7208370007,KOSDAQ,A208370
셀젠텍,KR7258250000,KONEX,A258250
셀트리온,KR7068270008,KOSPI,A068270
셀트리온제약,KR7068760008,KOSDAQ,A068760
셀트리온헬스케어,KR7091990002,KOSDAQ,A091990
소리바다,KR7053110003,KOSDAQ,A053110
소프트센,KR7032680001,KOSDAQ,A032680
소프트센우,KR7032681009,KOSDAQ,A032685
소프트캠프,KR7210610002,KONEX,A210610
손오공,KR7066910001,KOSDAQ,A066910
솔고바이오,KR7043100007,KOSDAQ,A043100
솔루에타,KR7154040000,KOSDAQ,A154040
솔본,KR7035610005,KOSDAQ,A035610
솔브레인,KR7036830008,KOSDAQ,A036830
솔트웍스,KR7230980005,KOSDAQ,A230980
송원산업,KR7004430005,KOSPI,A004430
쇼박스,KR7086980000,KOSDAQ,A086980
수산아이앤티,KR7050960004,KOSDAQ,A050960
수산중공업,KR7017550005,KOSPI,A017550
수성,KR7084180009,KOSDAQ,A084180
수젠텍,KR7253840003,KOSDAQ,A253840
수출포장,KR7002200004,KOSPI,A002200
수프로,KR7185190006,KONEX,A185190
슈펙스비앤피,KR7058530007,KOSDAQ,A058530
슈프리마,KR7236200002,KOSDAQ,A236200
슈프리마에이치큐,KR7094840006,KOSDAQ,A094840
슈피겐코리아,KR7192440006,KOSDAQ,A192440
스맥,KR7099440000,KOSDAQ,A099440
스카이라이프,KR7053210001,KOSPI,A053210
스카이문스테크놀로지,KR7033790007,KOSDAQ,A033790
스킨앤스킨,KR7159910009,KOSDAQ,A159910
스타플렉스,KR7115570004,KOSDAQ,A115570
스템랩,KR7258540004,KONEX,A258540
스튜디오드래곤,KR7253450001,KOSDAQ,A253450
스튜디오썸머,KR7008800005,KOSDAQ,A008800
스페코,KR7013810007,KOSDAQ,A013810
승일,KR7049830003,KOSDAQ,A049830
시공테크,KR7020710000,KOSDAQ,A020710
시그네틱스,KR7033170002,KOSDAQ,A033170
시그넷이브이,KR7260870001,KONEX,A260870
시너지이노베이션,KR7048870000,KOSDAQ,A048870
시노펙스,KR7025320003,KOSDAQ,A025320
시디즈,KR7134790005,KOSPI,A134790
시스웍,KR7269620001,KOSDAQ,A269620
시큐브,KR7131090003,KOSDAQ,A131090
시큐센,KR7232830000,KONEX,A232830
신대양제지,KR7016590002,KOSPI,A016590
신도리코,KR7029530003,KOSPI,A029530
신라교역,KR7004970000,KOSPI,A004970
신라섬유,KR7001000009,KOSDAQ,A001000
신라에스지,KR7025870007,KOSDAQ,A025870
신라젠,KR7215600008,KOSDAQ,A215600
신성델타테크,KR7065350001,KOSDAQ,A065350
신성이엔지,KR7011930005,KOSPI,A011930
신성통상,KR7005390000,KOSPI,A005390
신세계,KR7004170007,KOSPI,A004170
신세계 I&C,KR7035510007,KOSPI,A035510
신세계건설,KR7034300004,KOSPI,A034300
신세계인터내셔날,KR7031430002,KOSPI,A031430
신세계푸드,KR7031440001,KOSPI,A031440
신송홀딩스,KR7006880009,KOSPI,A006880
신스타임즈,KR7056000003,KOSDAQ,A056000
신신제약,KR7002800001,KOSDAQ,A002800
신영스팩4호,KR7307180000,KOSDAQ,A307180
신영스팩5호,KR7323280008,KOSDAQ,A323280
신영와코루,KR7005800008,KOSPI,A005800
신영증권,KR7001720002,KOSPI,A001720
신영증권우,KR7001721000,KOSPI,A001725
신원,KR7009270000,KOSPI,A009270
신원우,KR7009271008,KOSPI,A009275
신원종합개발,KR7017000001,KOSDAQ,A017000
신일산업,KR7002700003,KOSPI,A002700
신일제약,KR7012790002,KOSDAQ,A012790
신진에스엠,KR7138070008,KOSDAQ,A138070
신풍제약,KR7019170000,KOSPI,A019170
신풍제약우,KR7019171008,KOSPI,A019175
신풍제지,KR7002870004,KOSPI,A002870
신한,KR7005450002,KOSPI,A005450
신한BNPP서울시지하철9호선3호,KR572503A3B4,KOSPI,F72503A3B
신한BNPP서울시지하철9호선4호,KR572504A3B3,KOSPI,F72504A3B
신한알파리츠,KR7293940003,KOSPI,A293940
신한제3호스팩,KR7257730002,KOSDAQ,A257730
신한제4호스팩,KR7277480000,KOSDAQ,A277480
신한제5호스팩,KR7323230003,KOSDAQ,A323230
신한지주,KR7055550008,KOSPI,A055550
신화실업,KR7001770007,KOSPI,A001770
신화인터텍,KR7056700008,KOSDAQ,A056700
신화콘텍,KR7187270004,KOSDAQ,A187270
신흥,KR7004080008,KOSPI,A004080
신흥에스이씨,KR7243840006,KOSDAQ,A243840
실리콘웍스,KR7108320003,KOSDAQ,A108320
심텍,KR7222800005,KOSDAQ,A222800
심텍홀딩스,KR7036710002,KOSDAQ,A036710
싸이맥스,KR7160980009,KOSDAQ,A160980
싸이토젠,KR7217330000,KOSDAQ,A217330
쌍방울,KR7102280005,KOSPI,A102280
쌍용양회,KR7003410008,KOSPI,A003410
쌍용양회우,KR7003411006,KOSPI,A003415
쌍용정보통신,KR7010280006,KOSDAQ,A010280
쌍용차,KR7003620002,KOSPI,A003620
써니전자,KR7004770004,KOSPI,A004770
썬테크,KR7217320001,KONEX,A217320
썬텍,KR7122800006,KOSDAQ,A122800
썸에이지,KR7208640003,KOSDAQ,A208640
쎄노텍,KR7222420002,KOSDAQ,A222420
쎄니트,KR7037760006,KOSDAQ,A037760
쎄미시스코,KR7136510005,KOSDAQ,A136510
쎄트렉아이,KR7099320004,KOSDAQ,A099320
쎌바이오텍,KR7049960008,KOSDAQ,A049960
쏠리드,KR7050890003,KOSDAQ,A050890
씨씨에스,KR7066790007,KOSDAQ,A066790
씨아이에스,KR7222080004,KOSDAQ,A222080
씨아이테크,KR7004920005,KOSPI,A004920
씨알푸드,KR7236030003,KONEX,A236030
씨앗,KR7103660007,KONEX,A103660
씨앤에스링크,KR7245450002,KONEX,A245450
씨앤지하이테크,KR7264660002,KOSDAQ,A264660
씨에스윈드,KR7112610001,KOSPI,A112610
씨엔플러스,KR7115530008,KOSDAQ,A115530
씨엠에스에듀,KR7225330000,KOSDAQ,A225330
씨유메디칼,KR7115480006,KOSDAQ,A115480
씨이랩,KR7189330004,KONEX,A189330
씨젠,KR7096530001,KOSDAQ,A096530
씨케이에이치,KYG2114A1094,KOSDAQ,A900120
씨큐브,KR7101240000,KOSDAQ,A101240
씨트리,KR7047920004,KOSDAQ,A047920
씨티네트웍스,KR7189540008,KONEX,A189540
씨티씨바이오,KR7060590007,KOSDAQ,A060590
씨티젠,KR7036170009,KOSDAQ,A036170
씨티케이코스메틱스,KR7260930003,KOSDAQ,A260930
아가방컴퍼니,KR7013990007,KOSDAQ,A013990
아나패스,KR7123860009,KOSDAQ,A123860
아난티,KR7025980004,KOSDAQ,A025980
아남전자,KR7008700007,KOSPI,A008700
아리온,KR7058220005,KOSDAQ,A058220
아모그린텍,KR7125210005,KOSDAQ,A125210
아모레G,KR7002790004,KOSPI,A002790
아모레G우,KR7002791002,KOSPI,A002795
아모레퍼시픽,KR7090430000,KOSPI,A090430
아모레퍼시픽우,KR7090431008,KOSPI,A090435
아모텍,KR7052710001,KOSDAQ,A052710
아미노로직스,KR7074430000,KOSDAQ,A074430
아미코젠,KR7092040005,KOSDAQ,A092040
아바코,KR7083930008,KOSDAQ,A083930
아바텍,KR7149950008,KOSDAQ,A149950
아비코전자,KR7036010007,KOSDAQ,A036010
아세아,KR7002030005,KOSPI,A002030
아세아시멘트,KR7183190008,KOSPI,A183190
아세아제지,KR7002310001,KOSPI,A002310
아세아텍,KR7050860006,KOSDAQ,A050860
아스타,KR7246720007,KOSDAQ,A246720
아스트,KR7067390005,KOSDAQ,A067390
아시아경제,KR7127710002,KOSDAQ,A127710
아시아나IDT,KR7267850006,KOSPI,A267850
아시아나항공,KR7020560009,KOSPI,A020560
아시아종묘,KR7154030001,KOSDAQ,A154030
아우딘퓨쳐스,KR7227610003,KOSDAQ,A227610
아이디스,KR7143160000,KOSDAQ,A143160
아이디스홀딩스,KR7054800008,KOSDAQ,A054800
아이마켓코리아,KR7122900004,KOSPI,A122900
